campaignid,name,startdate,enddate,budget,channel,targetaudience,leadsgenerated,salesgenerated,roi,active,objective,creativesused,feedbackreceived,conversionrate
8c53d12e-20f4-4785-8d6c-60253d34f4a2,John Gray,cup,exactly,hospital,return,analysis,role,gas,customer,again,move,boy,Order area support. Firm risk pick minute. Speech authority note lot agent mind. Building deal money create city account. Manage month instead sport step candidate surface dog.,decision
76b8f20f-2e33-44b5-906a-5a78dd602773,Stephanie Miles,economy,try,without,wife,eight,together,want,defense,decide,television,realize,Practice beautiful tough read surface. Student recognize tax theory expect still beautiful push. Fine realize himself life guess. Argue class try third himself discuss fight.,future
3469c1a3-21ea-4922-a5c1-930d9855bcb0,Dawn Morales,attack,clear,join,worry,interest,parent,expert,consumer,everything,arm,medical,Across upon perhaps never television area. Site remain own commercial. Manage small open man. Newspaper store rest charge drive hope. Entire try director child decision city after security.,history
08246df0-6c2b-4ba1-8761-071171417ff0,Jesus Gonzalez,bag,soon,well,good,both,body,social,drive,seek,far,father,Enter because up our game father show. Collection step indicate short collection these world. Lawyer buy per should modern. Section finish hair wonder age recent.,instead
2d00dbbc-1032-4fee-a87a-45c9b6a2da86,Jacqueline Bennett,piece,step,share,pull,theory,exactly,their,east,four,meeting,mother,Large increase big most off environment. Personal sign dark amount enter article. Use beautiful send name. Thousand more north mean. Only once garden another situation public artist.,could
8ef89fe7-70f4-41f8-aa4b-480568692b7a,Jamie White,about,analysis,majority,news,bar,moment,across,identify,own,work,suggest,Should particular store service. Focus friend beat. Give sign lay expect. Itself agree yes form million.,man
73d41080-8675-4722-9411-f17858d5c276,Mark Marsh,institution,eye,firm,three,argue,lose,day,billion,sign,build,east,Operation enjoy start rule memory almost dream. Same what likely cultural reality treatment another art. Month until one shake agency drug tree. Education generation move try knowledge.,cover
043c580f-95e0-4ce1-bbc9-3f879a5e26bc,Russell Little,goal,can,pull,environmental,use,still,official,rise,skill,million,your,Those the own keep avoid pretty piece. Building second serious participant million almost. Course community oil training may.,education
f46afc15-8109-4476-b35d-a50485ab9cec,Michael Jones,particularly,environment,some,action,put,ask,themselves,share,newspaper,force,suffer,Property down give role food turn really. Station change firm. Step officer sell her difficult road American. Stuff treat film. Staff sign race. Sit friend share wide six direction leave.,despite
4ec3ec31-4b9c-46b5-a472-f34f3baeb807,Gregory Roach,arm,rock,draw,remain,five,worry,science,our,issue,start,air,Reveal those policy team. Stock never interesting group difficult occur. Condition age listen prevent war. Cause should learn. Decade practice cultural over member within.,ten
2dd04d01-2db4-4d8b-ad11-bd33185dcb6f,Cheryl Hicks,no,myself,plant,explain,sing,reality,alone,woman,task,sure,near,Month security toward sell. Receive whose ball music cup bit. Take learn establish better employee structure. Modern themselves maintain pressure stand.,its
16651707-5da0-4913-ba31-5f7df2c22b52,Todd Chavez,difficult,concern,draw,section,entire,especially,onto,section,learn,drug,hospital,Coach friend leg fine keep. Seven if hold watch who. Wife just charge experience too. Trip include cup pressure. Almost understand determine campaign.,would
8c6b9ea1-3bcb-47a7-b165-1be40ee79e98,Carlos Butler,area,hold,stop,skin,create,beautiful,consider,song,week,quite,first,Between PM media although tax near. Fill age third number professional. Rest project note at save apply.,participant
7fa538c2-47a7-4b14-a9fb-7f14a8d65597,Shawna Garza,deal,answer,myself,deep,measure,read,whose,west,arrive,goal,along,Million hot someone happy. Edge central race magazine. Heavy yeah sport term. Fear anyone smile. I realize staff stock meeting. Sometimes they fine wife city our arm.,career
be43d624-6c99-45f7-8445-3da8e4cf3eec,George Thomas,usually,political,line,while,person,instead,eight,city,world,well,discuss,Easy red street difficult start institution kitchen. Its early realize edge knowledge. Hair stay adult attention able direction education. Eight seek agency here present.,hour
cd0063f3-a14d-4580-9034-a6fe76a0d8a8,Matthew Pennington,worker,wide,end,will,design,present,above,million,candidate,matter,performance,Make so game still class ball. About pull program happen reflect person manage doctor. About sign sound truth talk money.,approach
260436b0-3741-49b6-aa3a-c56516863025,Katrina Moran,true,fine,hope,suddenly,language,assume,hit,assume,sport,movie,magazine,Get meeting couple medical some citizen other. Say move certain crime into. Spend difference culture under significant article remember over.,cell
4df94f4c-f98b-4876-b8a5-e837b8333452,Ryan George,from,rather,message,sound,citizen,put,resource,imagine,college,over,four,Laugh situation sometimes idea organization authority management. Weight interview would both produce. Positive result southern minute. Wait product data more. Pull material group draw smile.,manage
20394066-155f-4319-ada3-4accd23fa568,Paul Gibson,role,defense,film,suddenly,seven,read,need,lawyer,ever,view,forward,Series land growth government respond year reach. Should learn billion above their notice. Animal common today four. Somebody property country chair strong. Area pick finish station clear must.,no
af2ad7ab-f096-4d3e-bcbb-add57dec9e17,Derrick Johnson,management,sing,budget,bring,might,water,reality,book,one,effect,mouth,Several class bed leader type perhaps figure woman. Level feel husband. Everyone popular follow blood. Full parent hot president just. Receive yes just.,best
b3ed4cb5-8839-4d48-a8e9-7098f74a2899,Michele Fernandez,expert,wife,imagine,visit,her,true,dream,floor,character,method,its,As wish join ask care wonder. Again drive foot recognize increase. Step subject pattern parent give growth ask. Life inside opportunity training. Spend authority gas station scene.,key
ab5d34e2-3dc6-42a4-995b-4130df32a837,Courtney Castillo,free,risk,require,effort,brother,into,parent,wait,movement,culture,watch,Current range car kid food. Risk choose expert memory control ever position every. Education minute top number full medical production.,up
26e8a69e-cf9b-4a3b-9fd1-c47646002023,Darrell Dillon,western,threat,development,simply,create,choose,form,subject,nearly,movement,assume,Various grow responsibility behavior begin. Another professional lawyer painting. Name dark see ever week measure nothing. Goal number high.,few
f9d69235-5c4d-4242-b00d-fe577000f4fb,Lori Hartman,quite,especially,investment,side,Congress,long,baby,phone,TV,popular,college,Anyone case special herself. Media worry see budget wind. Wait keep trade next market. Free interesting have resource media early. Play nothing mention medical foreign.,media
1544f928-ee5e-47df-baaa-d74989a6db79,Stephanie Mason,admit,money,of,citizen,my,apply,seat,under,great,agree,see,Put behavior church style quality Republican. Throw free rest important resource stage. Lead couple may air best. Wish store modern hard stay million.,final
f81df797-9d0b-43be-9247-9d94ff747e60,Kimberly Raymond,toward,behind,try,card,main,without,policy,act,value,catch,near,Page involve high college small improve type. Week year matter exist north part. American several others whatever man. Visit a mention minute.,green
9bbcb3c6-c654-4887-a85c-55ec917a88f7,Marissa Rodriguez,party,hear,exist,fact,we,another,office,start,order,agree,society,Left know single relationship board. Animal century attorney provide street again really. Military history performance officer dream.,country
40462bdf-8071-4fca-9528-3695c4039947,Harry Dunn,able,light,sport,realize,catch,expert,writer,cut,college,daughter,listen,Indicate base skill get hour market customer since. Treat remain thought political within bit. Beyond speak sell modern much its commercial third.,hand
6eea3289-e248-4f6b-99cc-a77feaf11f12,Robert Wells,onto,own,manager,same,design,place,whatever,rise,enough,many,machine,Program show miss law door about. Beautiful look fast step conference day. Four including heavy.,happy
0c062544-ad0f-40ee-aa58-26ebffbb3f52,John Wallace,green,single,many,foot,early,reflect,gun,else,more,forward,hot,Box increase some wife now. Often practice somebody drug. Billion career else since sell gun seek hour. Mission page state option suddenly value.,education
779a2e68-e434-406c-ba00-ffe9054c4c13,Jeremy Wyatt,firm,check,risk,cause,out,tell,claim,head,again,foot,ready,Side agency small situation fact. Detail attack nor industry.,recently
b6d6e22e-fe39-4a41-b09f-42ef15a97738,Larry Cooley,soldier,development,or,pay,who,charge,price,dog,yet,office,maintain,Mind rock heart piece book side. Fire health for impact both throw. Language several condition policy under letter can million. Kid listen deep. Field activity six at.,forward
a906fc58-99e5-40b7-8b1f-6d4e67fccd33,Laura Thompson,great,others,physical,explain,character,form,hot,line,group,appear,since,Friend leader worry. Stock green affect young anyone remember stuff create. Yet health condition eight realize behavior. Voice heavy democratic be eat service.,newspaper
416af690-97bc-4c8d-adaf-00f5c2f4f4d4,Sheryl Diaz,describe,field,film,early,piece,understand,garden,cold,live,outside,model,Smile politics Democrat sometimes nor must question protect. Share office follow despite or. Blue add accept. Garden public company image forget outside.,audience
07073e12-4113-4c4c-a6bd-e0db64170095,Jacob Fernandez,common,need,eat,form,drug,think,energy,source,including,many,old,Fine over mission successful. Garden business soldier far public country six.,coach
3ef5ab3b-b0c3-42a3-9cf4-d29d285aac63,Alicia Jackson,walk,identify,seven,meet,expert,wish,fill,capital,week,just,Republican,Environment interview really read collection. Drug hope morning art. Book wear space everyone ever rich everybody.,wrong
cae6d061-1126-4b32-9daf-255eb6e19ed7,Kimberly Washington,put,class,today,whom,begin,environmental,subject,customer,son,kind,certain,With where here travel or court blue upon. Crime attorney dog reach Mrs morning. Media his computer west parent year no page. Hand television similar car school.,quality
ab621f9e-0503-48b0-9a6a-4c2ef56b16c9,Christopher Palmer,include,term,network,role,deal,detail,thousand,beautiful,worry,particular,through,Evidence body where be industry minute especially. Sort today history several today less computer deal. Run many table end learn better.,century
